Date,Previous Day Overall AQI Value,Previous Day Level of Health Concern,Overall AQI Value,Level of Health Concern,Main Pollutant,CO AQI Score,SO2 AQI Score,NO2 AQI Score,Ozone AQI Score,PM10 AQI Score,PM2.5 AQI Score,Avg. Temp,Avg. Dew Point,Avg. Humidity,Avg. Wind Speed,Avg. Visibility,Avg. Sea Level Pressure,Precipitation,Events,Wind Direction
2015-7-21,126,UNHEALTHY FOR SENSITIVE GROUPS,101,UNHEALTHY FOR SENSITIVE GROUPS,Ozone,9,6,35,101,.,60,82,64,54,3,10,29.64,T,,277
2015-7-22,101,UNHEALTHY FOR SENSITIVE GROUPS,49,GOOD,PM2.5,6,3,38,45,.,49,77,51,44,6,10,29.77,0,,294
2015-7-23,49,GOOD,49,GOOD,Ozone,5,1,42,49,17,32,77,49,42,4,10,29.91,0,,300
2015-7-24,49,GOOD,87,MODERATE,Ozone,8,3,49,87,.,39,79,50,39,2,10,29.93,0,,55
2015-7-25,87,MODERATE,126,UNHEALTHY FOR SENSITIVE GROUPS,Ozone,9,3,34,126,.,52,79,56,49,3,10,29.98,0,,347
2015-7-26,126,UNHEALTHY FOR SENSITIVE GROUPS,77,MODERATE,Ozone,9,3,20,77,.,59,82,61,52,5,10,29.97,T,,198
2015-7-27,77,MODERATE,80,MODERATE,Ozone,10,3,42,80,.,48,79,67,72,3,8,30,0.36,Rain,262
2015-7-28,80,MODERATE,133,UNHEALTHY FOR SENSITIVE GROUPS,Ozone,14,1,46,133,.,58,85,65,57,3,9,29.98,0,,270
2015-7-29,133,UNHEALTHY FOR SENSITIVE GROUPS,136,UNHEALTHY FOR SENSITIVE GROUPS,Ozone,14,3,46,136,27,69,87,66,51,4,9,29.95,0,,288
2015-7-30,136,UNHEALTHY FOR SENSITIVE GROUPS,64,MODERATE,PM2.5,11,1,35,43,.,64,82,73,75,4,5,29.87,1.95,Fog-Rain,242
2015-7-31,64,MODERATE,74,MODERATE,Ozone,10,1,37,74,.,59,81,59,58,3,9,29.84,0,,289
2015-8-1,74,MODERATE,119,UNHEALTHY FOR SENSITIVE GROUPS,Ozone,8,3,27,119,.,54,82,58,46,4,10,29.8,0,,273
2015-8-2,119,UNHEALTHY FOR SENSITIVE GROUPS,74,MODERATE,Ozone,9,3,39,74,.,39,80,57,48,2,10,29.89,0,,255
2015-8-3,74,MODERATE,93,MODERATE,Ozone,9,3,35,93,.,53,83,60,49,5,10,29.82,0,,221
2015-8-4,93,MODERATE,108,UNHEALTHY FOR SENSITIVE GROUPS,Ozone,9,4,43,108,17,55,79,61,61,5,8,29.86,0.43,Fog-Rain,274
2015-8-5,108,UNHEALTHY FOR SENSITIVE GROUPS,84,MODERATE,Ozone,7,1,42,84,.,42,80,55,47,3,10,29.9,0,,320
2015-8-6,84,MODERATE,49,GOOD,Ozone,6,1,33,49,.,27,75,52,47,2,10,29.95,0,,304
2015-8-7,49,GOOD,50,GOOD,Ozone,9,1,31,50,.,36,77,54,48,5,10,29.91,0,,75
2015-8-8,50,GOOD,51,MODERATE,Ozone,9,1,32,51,.,35,75,55,58,4,10,29.97,0,,79
2015-8-9,51,MODERATE,51,MODERATE,Ozone,9,1,22,51,.,30,77,58,54,4,10,30,0,,106
2015-8-10,51,MODERATE,39,GOOD,Ozone,8,23,30,39,13,34,77,60,57,4,10,30.04,0,,158
2015-8-11,39,GOOD,38,GOOD,Ozone,10,14,38,38,.,37,76,67,79,4,6,29.83,1.17,Rain,230
2015-8-12,38,GOOD,48,GOOD,PM2.5,8,1,31,47,.,48,78,58,56,5,10,29.85,0,,291
2015-8-13,48,GOOD,50,GOOD,Ozone,7,1,42,50,.,38,75,52,47,3,10,30.03,0,,284
2015-8-14,50,GOOD,87,MODERATE,Ozone,10,4,49,87,.,44,78,55,49,3,10,30.13,0,,248
2015-8-15,87,MODERATE,129,UNHEALTHY FOR SENSITIVE GROUPS,Ozone,10,4,40,129,.,57,83,62,50,3,10,30.1,0,,263
2015-8-16,129,UNHEALTHY FOR SENSITIVE GROUPS,129,UNHEALTHY FOR SENSITIVE GROUPS,Ozone,11,4,55,129,23,65,85,64,51,2,10,30.09,0,,299
2015-8-17,129,UNHEALTHY FOR SENSITIVE GROUPS,122,UNHEALTHY FOR SENSITIVE GROUPS,Ozone,13,4,48,122,.,69,87,64,51,3,10,30.05,0,,262
2015-8-18,122,UNHEALTHY FOR SENSITIVE GROUPS,87,MODERATE,Ozone,10,3,48,87,.,55,82,68,67,4,8,30.03,0.29,Rain,245
2015-8-19,87,MODERATE,47,GOOD,Ozone,10,1,27,47,.,42,82,70,70,4,10,30.04,0,,160
2015-8-20,47,GOOD,32,GOOD,PM2.5,10,1,24,31,.,32,82,70,67,6,10,30.02,0.01,,165
2015-8-21,32,GOOD,77,MODERATE,Ozone,9,1,70,77,.,45,79,65,65,4,9,30,0.32,Rain,349
2015-8-22,77,MODERATE,87,MODERATE,Ozone,6,1,25,87,10,45,78,52,45,4,9,30.08,0,,18
2015-8-23,87,MODERATE,74,MODERATE,Ozone,9,1,21,74,.,48,78,63,63,4,10,29.99,0,,70
2015-8-24,74,MODERATE,112,UNHEALTHY FOR SENSITIVE GROUPS,Ozone,10,1,45,112,.,52,80,64,63,3,10,29.9,0,,263
2015-8-25,112,UNHEALTHY FOR SENSITIVE GROUPS,108,UNHEALTHY FOR SENSITIVE GROUPS,Ozone,10,1,34,108,.,64,82,63,53,4,10,29.85,0,,249
2015-8-26,108,UNHEALTHY FOR SENSITIVE GROUPS,61,MODERATE,Ozone,6,3,31,61,.,40,76,52,46,4,10,29.95,0,,290
2015-8-27,61,MODERATE,45,GOOD,Ozone,6,1,26,45,.,39,75,52,50,3,10,30.05,0,,302
2015-8-28,45,GOOD,46,GOOD,Ozone,7,1,37,46,15,34,73,52,50,2,10,30.16,0,,295
2015-8-29,46,GOOD,105,UNHEALTHY FOR SENSITIVE GROUPS,Ozone,10,3,33,105,.,52,77,55,47,2,10,30.16,0,,289
2015-8-30,105,UNHEALTHY FOR SENSITIVE GROUPS,108,UNHEALTHY FOR SENSITIVE GROUPS,Ozone,10,3,47,108,.,58,81,64,61,4,9,30.07,0.13,Rain,246
2015-8-31,108,UNHEALTHY FOR SENSITIVE GROUPS,112,UNHEALTHY FOR SENSITIVE GROUPS,Ozone,10,4,34,112,.,72,84,65,56,4,9,30,0,,276
2015-9-1,112,UNHEALTHY FOR SENSITIVE GROUPS,136,UNHEALTHY FOR SENSITIVE GROUPS,Ozone,11,3,48,136,.,81,83,64,54,2,8,30.03,0,,111
2015-9-2,136,UNHEALTHY FOR SENSITIVE GROUPS,115,UNHEALTHY FOR SENSITIVE GROUPS,Ozone,11,3,52,115,.,83,83,65,59,2,7,29.97,0,,225
2015-9-3,115,UNHEALTHY FOR SENSITIVE GROUPS,161,UNHEALTHY,Ozone,11,3,64,161,42,104,84,64,51,2,6,29.86,0,,57
2015-9-4,161,UNHEALTHY,76,MODERATE,PM2.5,10,1,42,51,.,76,79,65,60,7,8,30.07,0,,72
2015-9-5,76,MODERATE,64,MODERATE,PM2.5,9,1,25,49,.,64,75,57,52,4,10,30.24,0,,76
2015-9-6,64,MODERATE,90,MODERATE,Ozone,8,3,24,90,.,39,76,56,54,1,10,30.19,0,,110
2015-9-7,90,MODERATE,101,UNHEALTHY FOR SENSITIVE GROUPS,Ozone,9,4,32,101,.,58,81,62,58,4,10,30.07,0,,246
2015-9-8,101,UNHEALTHY FOR SENSITIVE GROUPS,119,UNHEALTHY FOR SENSITIVE GROUPS,Ozone,11,4,40,119,.,105,87,65,50,5,10,29.99,0,,245
2015-9-9,119,UNHEALTHY FOR SENSITIVE GROUPS,50,GOOD,Ozone,11,3,36,50,16,46,83,70,64,4,10,29.9,T,,220
2015-9-10,50,GOOD,58,MODERATE,PM2.5,9,1,43,31,.,58,75,69,88,6,5,29.82,1.58,Fog-Rain,45
2015-9-11,58,MODERATE,47,GOOD,NO2,9,3,47,39,.,43,74,62,68,5,9,29.76,0,,32
2015-9-12,47,GOOD,42,GOOD,NO2,10,1,42,41,.,38,74,65,76,4,9,29.75,0.29,Rain,170
2015-9-13,42,GOOD,48,GOOD,PM2.5,7,1,14,39,.,48,71,61,68,6,9,29.72,0.04,Rain,257
2015-9-14,48,GOOD,37,GOOD,Ozone,6,3,26,37,.,30,68,46,49,6,10,30.03,0,,279
2015-9-15,37,GOOD,74,MODERATE,Ozone,9,3,51,74,19,45,73,49,46,2,10,30.28,0,,287
2015-9-16,74,MODERATE,112,UNHEALTHY FOR SENSITIVE GROUPS,Ozone,11,6,60,112,.,55,77,54,49,1,10,30.28,0,,260
2015-9-17,112,UNHEALTHY FOR SENSITIVE GROUPS,166,UNHEALTHY,Ozone,11,6,86,166,.,63,79,55,48,2,10,30.14,0,,247
2015-9-18,166,UNHEALTHY,147,UNHEALTHY FOR SENSITIVE GROUPS,Ozone,11,4,90,147,.,64,78,56,51,2,10,30.02,0,,189
2015-9-19,147,UNHEALTHY FOR SENSITIVE GROUPS,58,MODERATE,Ozone,10,3,29,58,.,48,76,63,64,3,9,29.94,0,,-1
2015-9-20,58,MODERATE,39,GOOD,PM2.5,9,1,22,38,.,39,72,54,56,8,10,29.98,0,,28
2015-9-21,39,GOOD,36,GOOD,Ozone,9,3,29,36,14,28,66,43,44,8,10,30.19,0,,69
2015-9-22,36,GOOD,34,GOOD,PM2.5,8,3,31,32,.,34,67,49,50,7,10,30.27,0,,62
2015-9-23,34,GOOD,47,GOOD,NO2,9,3,47,45,.,36,70,49,49,3,10,30.24,0,,59
2015-9-24,47,GOOD,50,GOOD,Ozone,9,4,40,50,.,41,71,52,54,4,10,30.28,0,,87
2015-9-25,50,GOOD,47,GOOD,PM2.5,8,3,35,31,.,47,70,51,55,6,10,30.35,0,,67
2015-9-26,47,GOOD,36,GOOD,Ozone,8,3,27,36,.,32,67,49,55,6,10,30.43,0,,71
2015-9-27,36,GOOD,37,GOOD,PM2.5,7,3,31,34,19,37,64,52,65,5,10,30.41,0,,79
2015-9-28,37,GOOD,39,GOOD,PM2.5,10,3,33,34,.,39,72,61,71,3,10,30.23,0,,61
2015-9-29,39,GOOD,52,MODERATE,PM2.5,11,1,36,30,.,52,78,68,73,3,9,30.04,0.11,Rain,166
2015-9-30,52,MODERATE,38,GOOD,PM2.5,9,1,19,26,.,38,69,67,78,8,8,29.77,1.26,Rain,53
2015-10-1,38,GOOD,26,GOOD,PM2.5,6,3,24,23,.,26,60,49,70,9,10,30.08,0.09,Rain,43
2015-10-2,26,GOOD,25,GOOD,NO2,6,3,25,22,.,19,53,45,79,13,7,30.22,1.08,Rain,54
2015-10-3,25,GOOD,24,GOOD,PM2.5,6,3,13,24,6,24,52,45,76,12,6,30.29,0.35,Rain,60
2015-10-4,24,GOOD,31,GOOD,Ozone,6,3,16,31,.,27,58,42,57,11,10,30.3,0,,61
2015-10-5,31,GOOD,38,GOOD,NO2,8,3,38,31,.,33,60,45,58,6,10,30.17,0,,48
2015-10-6,38,GOOD,37,GOOD,NO2,8,7,37,34,.,35,63,46,58,2,10,30.01,0,,30
2015-10-7,37,GOOD,33,GOOD,PM2.5,7,3,32,32,.,33,66,49,58,3,10,29.99,0,,340
2015-10-8,33,GOOD,56,MODERATE,NO2,9,3,56,32,.,43,66,50,61,3,10,30.11,0,,125
2015-10-9,56,MODERATE,43,GOOD,PM2.5,10,3,34,43,17,43,70,60,75,4,7,29.89,0.89,Fog-Rain,270
2015-10-10,43,GOOD,42,GOOD,PM2.5,8,4,40,31,.,42,58,40,51,3,10,30.07,0,,218
2015-10-11,42,GOOD,43,GOOD,PM2.5,9,6,34,39,.,43,61,43,53,4,10,29.95,0,,250
2015-10-12,43,GOOD,54,MODERATE,PM2.5,10,4,50,45,.,54,67,47,50,4,10,29.81,0,,261
2015-10-13,54,MODERATE,46,GOOD,PM2.5,10,3,43,38,.,46,67,55,70,4,10,29.59,0.01,,258
2015-10-14,46,GOOD,32,GOOD,PM2.5,8,1,25,26,.,32,63,45,55,4,10,29.75,0,,270
2015-10-15,32,GOOD,41,GOOD,NO2,7,3,41,29,12,29,58,39,53,4,10,29.96,0,,263
2015-10-16,41,GOOD,43,GOOD,NO2,7,3,43,39,.,32,59,38,50,5,10,29.97,0,,289
2015-10-17,43,GOOD,28,GOOD,Ozone,7,1,23,28,.,25,49,28,47,6,10,30.1,0,,303
2015-10-18,28,GOOD,30,GOOD,Ozone,5,3,21,30,.,23,44,22,43,5,10,30.28,0,,302
2015-10-19,30,GOOD,63,MODERATE,NO2,7,59,63,32,.,30,44,25,47,4,10,30.4,0,,273
2015-10-20,63,MODERATE,44,GOOD,PM2.5,8,41,43,42,.,44,59,36,42,6,10,30.21,0,,251
2015-10-21,44,GOOD,62,MODERATE,PM2.5,11,6,55,51,34,62,67,44,50,2,10,30.26,0,,255
2015-10-22,62,MODERATE,66,MODERATE,PM2.5,13,4,52,54,.,66,67,47,52,5,10,30.14,0,,249
2015-10-23,66,MODERATE,38,GOOD,Ozone,9,3,32,38,.,32,55,34,47,7,10,30.22,0,,25
2015-10-24,38,GOOD,29,GOOD,Ozone,10,3,24,29,.,28,49,37,62,4,10,30.33,0,,65
2015-10-25,29,GOOD,28,GOOD,Ozone,8,1,17,28,.,26,58,48,62,5,9,30.11,0.05,Rain,273
2015-10-26,28,GOOD,51,MODERATE,PM2.5,11,6,37,26,.,51,52,33,51,4,10,30.41,0,,38
2015-10-27,51,MODERATE,40,GOOD,PM2.5,11,6,33,31,15,40,52,37,59,4,10,30.52,0,,65
2015-10-28,40,GOOD,33,GOOD,NO2,7,3,33,32,.,25,61,57,80,7,5,30.03,1.4,Fog-Rain,93
2015-10-29,33,GOOD,35,GOOD,PM2.5,8,1,31,35,.,35,65,53,58,7,9,29.62,0.04,Rain,260
2015-10-30,35,GOOD,63,MODERATE,NO2,5,3,63,29,.,42,55,31,42,6,10,29.93,0,,294
2015-10-31,63,MODERATE,39,GOOD,PM2.5,10,4,29,29,.,39,49,32,52,3,10,30.16,0,,4
2015-11-1,39,GOOD,51,MODERATE,PM2.5,9,3,28,31,.,51,60,46,62,5,10,29.94,0,,245
2015-11-2,51,MODERATE,62,MODERATE,NO2,14,4,62,31,23,53,59,43,59,2,10,30.07,0,,289
2015-11-3,62,MODERATE,67,MODERATE,NO2,20,10,67,39,.,62,60,43,55,3,10,30.18,0,,274
2015-11-4,67,MODERATE,65,MODERATE,PM2.5,17,9,65,42,.,65,63,48,64,2,10,30.33,0,,77
2015-11-5,65,MODERATE,95,MODERATE,PM2.5,17,4,60,35,.,95,64,59,83,2,4,30.25,0.01,Rain,277
2015-11-6,95,MODERATE,55,MODERATE,PM2.5,15,3,27,29,.,55,70,62,76,5,8,29.98,0,,245
2015-11-7,55,MODERATE,44,GOOD,PM2.5,10,3,32,30,.,44,63,42,55,4,10,30.02,0,,305
2015-11-8,44,GOOD,40,GOOD,PM2.5,13,3,34,31,7,40,51,30,48,4,10,30.34,0,,326
2015-11-9,40,GOOD,74,MODERATE,NO2,20,10,74,30,.,54,51,34,50,2,10,30.4,0,,286
2015-11-10,74,MODERATE,52,MODERATE,PM2.5,14,11,50,29,.,52,54,50,79,10,6,30.01,0.26,Rain,67
2015-11-11,52,MODERATE,41,GOOD,NO2,8,3,41,31,.,33,54,47,77,5,7,29.84,0.43,Rain,32
2015-11-12,41,GOOD,33,GOOD,NO2,10,6,33,27,.,30,56,50,82,6,9,29.77,0.01,Rain,184
2015-11-13,33,GOOD,31,GOOD,Ozone,8,1,26,31,.,24,52,29,43,11,10,29.68,0,,283
2015-11-14,31,GOOD,31,GOOD,Ozone,6,3,22,31,6,28,46,23,44,8,10,30.06,0,,292
2015-11-15,31,GOOD,37,GOOD,NO2,8,6,37,32,.,36,49,28,49,5,10,30.23,0,,255
2015-11-16,37,GOOD,53,MODERATE,PM2.5,11,10,52,41,.,53,59,34,40,4,10,30.21,0,,344
2015-11-17,53,MODERATE,51,MODERATE,PM2.5,10,4,35,26,.,51,46,29,49,6,10,30.51,0,,72
2015-11-18,51,MODERATE,42,GOOD,NO2,10,3,42,31,.,30,52,42,65,5,10,30.46,0,,123
2015-11-19,42,GOOD,31,GOOD,Ozone,9,3,27,31,.,28,61,57,83,6,6,30.1,1.25,Rain,172
2015-11-20,31,GOOD,34,GOOD,Ozone,8,3,33,34,9,31,55,33,57,6,10,30.1,0,,296
2015-11-21,34,GOOD,38,GOOD,PM2.5,13,6,37,31,.,38,48,30,50,6,10,30.17,0,,77
2015-11-22,38,GOOD,33,GOOD,PM2.5,11,13,30,32,.,33,49,36,62,6,10,29.9,0.03,Rain,288
2015-11-23,33,GOOD,37,GOOD,PM2.5,6,3,36,32,.,37,39,16,37,6,10,30.05,0,,303
2015-11-24,37,GOOD,52,MODERATE,PM2.5,11,9,44,27,.,52,39,19,45,4,10,30.36,0,,286
2015-11-25,52,MODERATE,67,MODERATE,PM2.5,14,10,62,28,.,67,43,27,51,3,10,30.72,0,,348
2015-11-26,67,MODERATE,65,MODERATE,PM2.5,19,7,48,31,22,65,51,42,71,3,10,30.74,0,,92
2015-11-27,65,MODERATE,61,MODERATE,NO2,18,3,61,35,.,52,58,46,69,4,9,30.45,0,,253
2015-11-28,61,MODERATE,40,GOOD,PM2.5,10,3,31,25,.,40,53,46,77,8,10,30.18,0.02,,-1
2015-11-29,40,GOOD,41,GOOD,PM2.5,8,3,30,30,.,41,43,28,61,11,10,30.26,T,,-1
2015-11-30,41,GOOD,62,MODERATE,PM2.5,8,3,39,25,.,62,40,30,66,6,10,30.36,0,,62
2015-12-1,62,MODERATE,41,GOOD,NO2,10,1,41,30,.,39,48,43,82,7,8,30.18,0.33,Rain,75
2015-12-2,41,GOOD,62,MODERATE,PM2.5,18,6,46,14,18,62,52,49,90,3,2,29.81,0.14,Rain,54
2015-12-3,62,MODERATE,39,GOOD,PM2.5,13,3,25,28,.,39,50,33,66,8,10,29.91,T,,286
2015-12-4,39,GOOD,44,GOOD,PM2.5,8,3,36,28,.,44,47,29,52,4,10,30.42,0,,297
2015-12-5,44,GOOD,59,MODERATE,PM2.5,14,6,38,25,.,59,46,30,53,2,10,30.64,0,,285
2015-12-6,59,MODERATE,79,MODERATE,PM2.5,23,16,40,20,.,79,46,32,60,3,10,30.43,0,,271
2015-12-7,79,MODERATE,89,MODERATE,PM2.5,14,9,49,26,.,89,48,31,51,4,9,30.12,0,,335
2015-12-8,89,MODERATE,60,MODERATE,PM2.5,13,6,51,23,22,60,45,30,56,5,10,30.11,0,,23
2015-12-9,60,MODERATE,87,MODERATE,PM2.5,22,9,51,33,.,87,48,38,61,4,10,30.08,0,,172
2015-12-10,87,MODERATE,68,MODERATE,PM2.5,13,3,46,32,.,68,56,43,62,4,10,29.96,T,,238
2015-12-11,68,MODERATE,85,MODERATE,PM2.5,14,4,46,30,.,85,56,44,66,5,8,29.93,0,,255
2015-12-12,85,MODERATE,96,MODERATE,PM2.5,17,21,49,29,.,96,61,46,58,2,7,30.11,T,,230
2015-12-13,96,MODERATE,91,MODERATE,PM2.5,18,6,52,21,.,91,61,47,60,3,7,30.14,0,,89
2015-12-14,91,MODERATE,61,MODERATE,PM2.5,14,7,34,31,27,61,60,53,78,5,4,29.83,0.33,Rain,108
2015-12-15,61,MODERATE,34,GOOD,Ozone,8,3,26,34,.,27,61,43,63,10,10,29.57,0.09,Rain,289
2015-12-16,34,GOOD,36,GOOD,PM2.5,11,3,25,28,.,36,50,37,62,5,9,30.1,0.04,Rain,81
2015-12-17,36,GOOD,38,GOOD,PM2.5,14,3,36,26,.,38,55,52,78,5,6,29.85,1.21,Rain,174
2015-12-18,38,GOOD,42,GOOD,PM2.5,11,3,41,27,.,42,48,34,61,7,10,29.73,T,Rain,297
2015-12-19,42,GOOD,38,GOOD,PM2.5,7,1,25,32,.,38,38,16,41,9,10,30.07,0,,286
2015-12-20,38,GOOD,45,GOOD,PM2.5,10,3,31,32,7,45,39,17,41,6,10,30.45,0,,291
2015-12-21,45,GOOD,48,GOOD,PM2.5,13,4,41,31,.,48,48,32,54,7,10,30.23,0,,248
2015-12-22,48,GOOD,55,MODERATE,PM2.5,14,13,38,28,.,55,58,52,76,5,8,30,0.19,Rain,221
2015-12-23,55,MODERATE,64,MODERATE,PM2.5,14,14,49,25,.,64,58,54,87,4,3,30.06,1.55,Rain,102
2015-12-24,64,MODERATE,52,MODERATE,PM2.5,13,4,36,24,.,52,68,60,73,4,9,29.95,0.01,Rain,224
2015-12-25,52,MODERATE,62,MODERATE,PM2.5,13,6,33,32,.,62,62,53,74,1,8,30.17,0.01,Rain,351
2015-12-26,62,MODERATE,38,GOOD,PM2.5,13,6,24,32,7,38,53,36,57,8,10,30.42,T,Rain,58
2015-12-27,38,GOOD,43,GOOD,PM2.5,9,3,28,28,.,43,54,48,79,6,5,30,0.12,Rain,290
2015-12-28,43,GOOD,35,GOOD,PM2.5,7,3,27,31,.,35,40,24,56,8,10,30.39,0.03,Rain,57
2015-12-29,35,GOOD,41,GOOD,NO2,8,1,41,31,.,37,40,37,87,7,4,30.11,0.45,Rain,62
2015-12-30,41,GOOD,66,MODERATE,PM2.5,15,1,41,19,.,66,43,39,81,4,6,30.21,0.19,Rain,71
2015-12-31,66,MODERATE,40,GOOD,PM2.5,13,4,27,27,.,40,45,37,71,5,9,30.06,0.03,Rain,302
